Overall_power,GPS_power,Wifi_power,Cellular_power,GPS_accuracy,Wifi_accuracy,Cellular_accuracy,GPS_strength,Wifi_strength,Cellular_strength,Battery_percentage,Frequency,Target
1.04E+03,1.01E+01,3.06E+01,2.08E+01,1.99E+01,2.82E+01,3.45E+01,-5.21E+01,-4.11E+01,-7.12E+01,9.11E+01,3,1
1.04E+03,3.80E+01,3.86E+01,2.49E+01,1.51E+01,2.84E+01,4.95E+01,-5.15E+01,-5.34E+01,-6.17E+01,3.93E+01,3,2
1.04E+03,3.80E+01,3.86E+01,2.49E+01,1.51E+01,2.84E+01,4.95E+01,-5.15E+01,-5.34E+01,-6.17E+01,3.93E+01,3,2
3.99E+02,2.45E+01,5.17E+01,2.29E+01,1.09E+01,2.90E+01,4.13E+01,-4.65E+01,-5.50E+01,-6.75E+01,3.21E+01,1,2
3.99E+02,2.45E+01,5.17E+01,2.29E+01,1.09E+01,2.90E+01,4.13E+01,-4.65E+01,-5.50E+01,-6.75E+01,3.21E+01,1,2
6.56E+02,5.20E+01,3.27E+01,2.30E+01,1.21E+01,3.86E+01,3.11E+01,-5.91E+01,-6.03E+01,-4.80E+01,6.70E+01,2,0
6.56E+02,5.20E+01,3.27E+01,2.30E+01,1.21E+01,3.86E+01,3.11E+01,-5.91E+01,-6.03E+01,-4.80E+01,6.70E+01,2,0
1.09E+03,2.72E+01,3.92E+01,1.84E+01,1.84E+01,2.36E+01,3.66E+01,-3.88E+01,-5.68E+01,-6.57E+01,6.65E+00,3,3
1.09E+03,2.72E+01,3.92E+01,1.84E+01,1.84E+01,2.36E+01,3.66E+01,-3.88E+01,-5.68E+01,-6.57E+01,6.65E+00,3,3
1.00E+03,6.74E+01,2.06E+01,1.59E+01,1.78E+01,3.01E+01,3.69E+01,-2.71E+01,-8.52E+01,-6.34E+01,4.21E+01,1,2
1.00E+03,6.74E+01,2.06E+01,1.59E+01,1.78E+01,3.01E+01,3.69E+01,-2.71E+01,-8.52E+01,-6.34E+01,4.21E+01,1,2
1.10E+03,3.06E+01,4.68E+01,2.32E+01,1.90E+01,3.73E+01,3.62E+01,-3.26E+01,-5.38E+01,-5.50E+01,1.41E+01,2,3
1.10E+03,3.06E+01,4.68E+01,2.32E+01,1.90E+01,3.73E+01,3.62E+01,-3.26E+01,-5.38E+01,-5.50E+01,1.41E+01,2,3
6.79E+02,1.26E+01,2.82E+01,2.46E+01,2.87E+01,3.84E+01,4.15E+01,-4.15E+01,-5.83E+01,-7.90E+01,6.66E+01,5,0
6.79E+02,1.26E+01,2.82E+01,2.46E+01,2.87E+01,3.84E+01,4.15E+01,-4.15E+01,-5.83E+01,-7.90E+01,6.66E+01,5,0
5.82E+02,3.20E+01,2.32E+01,2.52E+01,2.69E+01,2.12E+01,3.13E+01,-5.59E+01,-5.03E+01,-7.32E+01,1.57E+01,2,3
5.82E+02,3.20E+01,2.32E+01,2.52E+01,2.69E+01,2.12E+01,3.13E+01,-5.59E+01,-5.03E+01,-7.32E+01,1.57E+01,2,3
1.35E+03,6.28E+01,2.55E+01,1.74E+01,2.24E+01,2.03E+01,4.96E+01,-5.62E+01,-4.85E+01,-8.03E+01,5.89E+01,3,0
1.35E+03,6.28E+01,2.55E+01,1.74E+01,2.24E+01,2.03E+01,4.96E+01,-5.62E+01,-4.85E+01,-8.03E+01,5.89E+01,3,0
1.12E+03,7.74E+01,2.86E+01,1.60E+01,2.96E+01,2.17E+01,3.35E+01,-6.16E+01,-5.65E+01,-6.24E+01,5.08E+01,4,0
1.12E+03,7.74E+01,2.86E+01,1.60E+01,2.96E+01,2.17E+01,3.35E+01,-6.16E+01,-5.65E+01,-6.24E+01,5.08E+01,4,0
7.33E+02,2.35E+01,3.16E+01,2.53E+01,1.27E+01,3.45E+01,3.72E+01,-4.30E+01,-6.18E+01,-7.38E+01,5.53E+01,2,0
7.33E+02,2.35E+01,3.16E+01,2.53E+01,1.27E+01,3.45E+01,3.72E+01,-4.30E+01,-6.18E+01,-7.38E+01,5.53E+01,2,0
1.06E+03,7.31E+01,2.16E+01,1.77E+01,2.78E+01,3.93E+01,4.15E+01,-5.44E+01,-6.62E+01,-5.85E+01,9.14E+01,3,1
1.06E+03,7.31E+01,2.16E+01,1.77E+01,2.78E+01,3.93E+01,4.15E+01,-5.44E+01,-6.62E+01,-5.85E+01,9.14E+01,3,1
4.30E+02,4.17E+01,2.94E+01,1.73E+01,1.42E+01,3.96E+01,3.57E+01,-4.15E+01,-5.09E+01,-7.85E+01,2.77E+00,4,3
4.30E+02,4.17E+01,2.94E+01,1.73E+01,1.42E+01,3.96E+01,3.57E+01,-4.15E+01,-5.09E+01,-7.85E+01,2.77E+00,4,3
1.42E+03,4.36E+01,2.87E+01,1.68E+01,1.59E+01,2.50E+01,4.84E+01,-5.82E+01,-6.03E+01,-8.40E+01,8.88E+01,2,1
1.42E+03,4.36E+01,2.87E+01,1.68E+01,1.59E+01,2.50E+01,4.84E+01,-5.82E+01,-6.03E+01,-8.40E+01,8.88E+01,2,1
1.15E+03,7.12E+01,5.20E+01,2.20E+01,2.70E+01,3.45E+01,3.47E+01,-5.10E+01,-6.21E+01,-5.68E+01,9.35E+01,1,1
1.15E+03,7.12E+01,5.20E+01,2.20E+01,2.70E+01,3.45E+01,3.47E+01,-5.10E+01,-6.21E+01,-5.68E+01,9.35E+01,1,1
1183.227404,8.57E+01,3.53E+01,2.22E+01,1.92E+01,3.33E+01,4.82E+01,-4.55E+01,-8.65E+01,-6.78E+01,3.24E+01,3,2
1183.227404,8.57E+01,3.53E+01,2.22E+01,1.92E+01,3.33E+01,4.82E+01,-4.55E+01,-8.65E+01,-6.78E+01,3.24E+01,3,2
6.26E+02,1.62E+01,2.24E+01,1.58E+01,2.33E+01,2.50E+01,4.25E+01,-6.27E+01,-5.17E+01,-6.24E+01,9.70E+01,3,1
6.26E+02,1.62E+01,2.24E+01,1.58E+01,2.33E+01,2.50E+01,4.25E+01,-6.27E+01,-5.17E+01,-6.24E+01,9.70E+01,3,1
1185.863273,4.00E+01,3.83E+01,2.53E+01,2.07E+01,2.96E+01,3.78E+01,-5.50E+01,-6.41E+01,-7.53E+01,7.63E+01,4,1
1185.863273,4.00E+01,3.83E+01,2.53E+01,2.07E+01,2.96E+01,3.78E+01,-5.50E+01,-6.41E+01,-7.53E+01,7.63E+01,4,1
1.05E+03,6.38E+01,4.37E+01,1.38E+01,2.23E+01,3.38E+01,3.62E+01,-5.55E+01,-6.83E+01,-6.50E+01,7.18E+01,4,1
1.05E+03,6.38E+01,4.37E+01,1.38E+01,2.23E+01,3.38E+01,3.62E+01,-5.55E+01,-6.83E+01,-6.50E+01,7.18E+01,4,1
5.10E+02,3.87E+01,2.69E+01,1.97E+01,2.27E+01,2.88E+01,4.86E+01,-6.37E+01,-6.72E+01,-7.87E+01,5.03E+01,4,0
5.10E+02,3.87E+01,2.69E+01,1.97E+01,2.27E+01,2.88E+01,4.86E+01,-6.37E+01,-6.72E+01,-7.87E+01,5.03E+01,4,0
1.07E+03,5.84E+01,2.84E+01,1.63E+01,1.74E+01,3.60E+01,4.96E+01,-5.56E+01,-6.71E+01,-6.31E+01,3.95E+01,3,2
1.07E+03,5.84E+01,2.84E+01,1.63E+01,1.74E+01,3.60E+01,4.96E+01,-5.56E+01,-6.71E+01,-6.31E+01,3.95E+01,3,2
1.03E+03,6.26E+01,2.73E+01,1.13E+01,1.14E+01,2.06E+01,3.58E+01,-5.37E+01,-4.98E+01,-7.03E+01,9.92E+01,2,1
1.03E+03,6.26E+01,2.73E+01,1.13E+01,1.14E+01,2.06E+01,3.58E+01,-5.37E+01,-4.98E+01,-7.03E+01,9.92E+01,2,1
2.77E+02,4.92E+01,2.62E+01,2.78E+01,1.97E+01,2.97E+01,4.59E+01,-5.25E+01,-5.55E+01,-6.54E+01,5.34E+01,3,0
2.77E+02,4.92E+01,2.62E+01,2.78E+01,1.97E+01,2.97E+01,4.59E+01,-5.25E+01,-5.55E+01,-6.54E+01,5.34E+01,3,0
1.02E+03,5.51E+01,4.10E+01,1.39E+01,1.09E+01,3.23E+01,4.15E+01,-4.28E+01,-6.79E+01,-5.70E+01,1.82E+01,5,3
1.02E+03,5.51E+01,4.10E+01,1.39E+01,1.09E+01,3.23E+01,4.15E+01,-4.28E+01,-6.79E+01,-5.70E+01,1.82E+01,5,3
1.40E+03,5.60E+01,2.37E+01,2.31E+01,1.97E+01,3.57E+01,3.59E+01,-6.37E+01,-7.93E+01,-6.79E+01,2.09E+01,2,3
1.40E+03,5.60E+01,2.37E+01,2.31E+01,1.97E+01,3.57E+01,3.59E+01,-6.37E+01,-7.93E+01,-6.79E+01,2.09E+01,2,3
8.30E+02,6.35E+01,2.86E+01,2.24E+01,1.02E+01,3.39E+01,3.71E+01,-6.46E+01,-5.30E+01,-8.33E+01,4.90E+01,5,0
8.30E+02,6.35E+01,2.86E+01,2.24E+01,1.02E+01,3.39E+01,3.71E+01,-6.46E+01,-5.30E+01,-8.33E+01,4.90E+01,5,0
9.11E+02,3.06E+01,2.58E+01,2.40E+01,2.05E+01,2.43E+01,3.90E+01,-6.32E+01,-6.84E+01,-6.61E+01,2.81E+00,5,3
9.11E+02,3.06E+01,2.58E+01,2.40E+01,2.05E+01,2.43E+01,3.90E+01,-6.32E+01,-6.84E+01,-6.61E+01,2.81E+00,5,3
6.24E+02,7.23E+01,2.50E+01,1.30E+01,2.35E+01,2.72E+01,4.17E+01,-4.35E+01,-5.04E+01,-7.88E+01,8.20E+01,1,1
6.24E+02,7.23E+01,2.50E+01,1.30E+01,2.35E+01,2.72E+01,4.17E+01,-4.35E+01,-5.04E+01,-7.88E+01,8.20E+01,1,1
1.17E+03,5.68E+01,1.49E+01,2.86E+01,2.79E+01,2.62E+01,3.80E+01,-5.25E+01,-6.29E+01,-7.04E+01,2.46E+01,4,3
1.17E+03,5.68E+01,1.49E+01,2.86E+01,2.79E+01,2.62E+01,3.80E+01,-5.25E+01,-6.29E+01,-7.04E+01,2.46E+01,4,3
1.03E+03,7.09E+01,2.24E+01,1.41E+01,1.69E+01,2.47E+01,3.54E+01,-5.46E+01,-7.00E+01,-7.00E+01,6.45E+01,5,0
1.03E+03,7.09E+01,2.24E+01,1.41E+01,1.69E+01,2.47E+01,3.54E+01,-5.46E+01,-7.00E+01,-7.00E+01,6.45E+01,5,0
3.56E+02,4.29E+01,2.00E+01,8.45E+00,2.36E+01,2.87E+01,3.48E+01,-1.65E+01,-6.32E+01,-6.95E+01,1.22E+01,2,3
3.56E+02,4.29E+01,2.00E+01,8.45E+00,2.36E+01,2.87E+01,3.48E+01,-1.65E+01,-6.32E+01,-6.95E+01,1.22E+01,2,3
8.71E+02,4.27E+01,1.91E+01,2.25E+01,1.40E+01,2.94E+01,4.72E+01,-4.62E+01,-5.96E+01,-6.42E+01,2.33E+01,5,3
8.71E+02,4.27E+01,1.91E+01,2.25E+01,1.40E+01,2.94E+01,4.72E+01,-4.62E+01,-5.96E+01,-6.42E+01,2.33E+01,5,3
1.44E+03,8.82E+01,1.85E+01,2.99E+01,1.58E+01,3.76E+01,4.66E+01,-5.00E+01,-6.71E+01,-8.90E+01,6.83E+01,1,0
1.44E+03,8.82E+01,1.85E+01,2.99E+01,1.58E+01,3.76E+01,4.66E+01,-5.00E+01,-6.71E+01,-8.90E+01,6.83E+01,1,0
8.28E+02,5.14E+01,3.16E+01,2.76E+01,1.29E+01,3.50E+01,4.50E+01,-5.25E+01,-5.78E+01,-6.30E+01,5.40E+00,3,3
8.28E+02,5.14E+01,3.16E+01,2.76E+01,1.29E+01,3.50E+01,4.50E+01,-5.25E+01,-5.78E+01,-6.30E+01,5.40E+00,3,3
1.96E+03,6.12E+01,4.10E+01,1.89E+01,1.66E+01,3.28E+01,3.57E+01,-6.86E+01,-6.47E+01,-7.11E+01,6.16E+00,3,3
1.96E+03,6.12E+01,4.10E+01,1.89E+01,1.66E+01,3.28E+01,3.57E+01,-6.86E+01,-6.47E+01,-7.11E+01,6.16E+00,3,3
3.75E+02,3.17E+01,4.85E+01,2.22E+01,2.18E+01,3.42E+01,3.87E+01,-4.62E+01,-6.89E+01,-7.37E+01,1.38E+01,4,3
3.75E+02,3.17E+01,4.85E+01,2.22E+01,2.18E+01,3.42E+01,3.87E+01,-4.62E+01,-6.89E+01,-7.37E+01,1.38E+01,4,3
6.82E+02,8.03E+01,4.05E+01,2.39E+01,1.47E+01,3.66E+01,4.07E+01,-6.34E+01,-6.03E+01,-6.24E+01,6.65E+01,3,0
6.82E+02,8.03E+01,4.05E+01,2.39E+01,1.47E+01,3.66E+01,4.07E+01,-6.34E+01,-6.03E+01,-6.24E+01,6.65E+01,3,0
7.89E+02,2.79E+01,4.27E+01,1.83E+01,2.44E+01,3.21E+01,3.97E+01,-2.69E+01,-5.35E+01,-7.22E+01,8.06E+01,3,1
7.89E+02,2.79E+01,4.27E+01,1.83E+01,2.44E+01,3.21E+01,3.97E+01,-2.69E+01,-5.35E+01,-7.22E+01,8.06E+01,3,1
1.35E+03,5.15E+01,1.65E+01,2.64E+01,2.31E+01,2.51E+01,4.04E+01,-3.62E+01,-6.44E+01,-6.32E+01,7.16E+01,4,1
1.35E+03,5.15E+01,1.65E+01,2.64E+01,2.31E+01,2.51E+01,4.04E+01,-3.62E+01,-6.44E+01,-6.32E+01,7.16E+01,4,1
1.11E+03,6.94E+01,2.94E+01,2.97E+01,1.26E+01,2.40E+01,3.22E+01,-5.63E+01,-5.65E+01,-6.89E+01,6.12E+01,3,0
1.11E+03,6.94E+01,2.94E+01,2.97E+01,1.26E+01,2.40E+01,3.22E+01,-5.63E+01,-5.65E+01,-6.89E+01,6.12E+01,3,0
1.07E+03,5.88E+01,3.36E+01,9.38E+00,1.15E+01,2.06E+01,3.23E+01,-6.04E+01,-5.69E+01,-8.09E+01,4.93E+01,4,0
1.07E+03,5.88E+01,3.36E+01,9.38E+00,1.15E+01,2.06E+01,3.23E+01,-6.04E+01,-5.69E+01,-8.09E+01,4.93E+01,4,0
1.24E+03,3.26E+01,2.08E+01,1.65E+01,1.35E+01,2.33E+01,4.92E+01,-4.42E+01,-5.23E+01,-5.04E+01,5.79E+01,4,0
1.24E+03,3.26E+01,2.08E+01,1.65E+01,1.35E+01,2.33E+01,4.92E+01,-4.42E+01,-5.23E+01,-5.04E+01,5.79E+01,4,0
1.28E+03,1.88E+01,2.67E+01,2.06E+01,3.00E+01,2.05E+01,4.76E+01,-6.10E+01,-8.24E+01,-7.36E+01,1.45E+01,2,3
1.28E+03,1.88E+01,2.67E+01,2.06E+01,3.00E+01,2.05E+01,4.76E+01,-6.10E+01,-8.24E+01,-7.36E+01,1.45E+01,2,3
1.27E+03,6.20E+01,4.30E+01,2.19E+01,2.39E+01,2.03E+01,4.68E+01,-4.35E+01,-3.83E+01,-8.14E+01,3.16E+01,4,2
1.27E+03,6.20E+01,4.30E+01,2.19E+01,2.39E+01,2.03E+01,4.68E+01,-4.35E+01,-3.83E+01,-8.14E+01,3.16E+01,4,2
8.34E+02,7.31E+01,3.05E+01,2.04E+01,1.16E+01,2.91E+01,3.80E+01,-4.35E+01,-5.96E+01,-5.34E+01,2.34E+01,4,3
8.34E+02,7.31E+01,3.05E+01,2.04E+01,1.16E+01,2.91E+01,3.80E+01,-4.35E+01,-5.96E+01,-5.34E+01,2.34E+01,4,3
1.62E+03,2.67E+01,1.72E+01,2.17E+01,1.25E+01,3.70E+01,4.57E+01,-3.91E+01,-7.25E+01,-7.13E+01,4.39E+01,1,2
1.62E+03,2.67E+01,1.72E+01,2.17E+01,1.25E+01,3.70E+01,4.57E+01,-3.91E+01,-7.25E+01,-7.13E+01,4.39E+01,1,2
1.47E+03,4.78E+01,3.78E+01,2.63E+01,1.29E+01,3.82E+01,3.93E+01,-5.70E+01,-7.47E+01,-6.77E+01,4.67E+01,2,0
1.47E+03,4.78E+01,3.78E+01,2.63E+01,1.29E+01,3.82E+01,3.93E+01,-5.70E+01,-7.47E+01,-6.77E+01,4.67E+01,2,0
8.19E+02,1.20E+01,3.03E+01,2.11E+01,1.62E+01,3.91E+01,4.54E+01,-4.00E+01,-6.64E+01,-6.02E+01,7.38E+01,2,1
8.19E+02,1.20E+01,3.03E+01,2.11E+01,1.62E+01,3.91E+01,4.54E+01,-4.00E+01,-6.64E+01,-6.02E+01,7.38E+01,2,1
1.09E+03,7.16E+01,1.93E+01,2.22E+01,2.24E+01,3.32E+01,3.39E+01,-5.16E+01,-4.74E+01,-7.95E+01,6.22E+01,1,0
1.09E+03,7.16E+01,1.93E+01,2.22E+01,2.24E+01,3.32E+01,3.39E+01,-5.16E+01,-4.74E+01,-7.95E+01,6.22E+01,1,0
1.70E+03,8.37E+01,3.14E+01,1.77E+01,1.75E+01,3.84E+01,3.06E+01,-4.18E+01,-4.36E+01,-6.69E+01,9.58E+01,2,1
1.70E+03,8.37E+01,3.14E+01,1.77E+01,1.75E+01,3.84E+01,3.06E+01,-4.18E+01,-4.36E+01,-6.69E+01,9.58E+01,2,1
1.24E+03,8.54E+01,3.88E+01,1.83E+01,2.19E+01,3.17E+01,3.44E+01,-5.30E+01,-6.81E+01,-7.01E+01,2.94E+01,2,2
1.24E+03,8.54E+01,3.88E+01,1.83E+01,2.19E+01,3.17E+01,3.44E+01,-5.30E+01,-6.81E+01,-7.01E+01,2.94E+01,2,2
5.66E+02,3.38E+01,2.46E+01,3.22E+01,1.66E+01,3.11E+01,3.46E+01,-4.58E+01,-7.49E+01,-6.90E+01,7.32E+01,2,1
5.66E+02,3.38E+01,2.46E+01,3.22E+01,1.66E+01,3.11E+01,3.46E+01,-4.58E+01,-7.49E+01,-6.90E+01,7.32E+01,2,1
7.12E+02,6.96E+01,2.23E+01,1.82E+01,1.40E+01,2.81E+01,3.30E+01,-5.68E+01,-5.83E+01,-6.97E+01,7.48E+00,2,3
7.12E+02,6.96E+01,2.23E+01,1.82E+01,1.40E+01,2.81E+01,3.30E+01,-5.68E+01,-5.83E+01,-6.97E+01,7.48E+00,2,3
1.07E+03,5.97E+01,3.35E+01,2.61E+01,2.41E+01,2.46E+01,4.64E+01,-3.98E+01,-6.48E+01,-9.52E+01,5.28E+01,3,0
1.07E+03,5.97E+01,3.35E+01,2.61E+01,2.41E+01,2.46E+01,4.64E+01,-3.98E+01,-6.48E+01,-9.52E+01,5.28E+01,3,0
1.30E+03,6.30E+01,2.23E+01,1.89E+01,1.22E+01,3.72E+01,4.36E+01,-4.69E+01,-6.52E+01,-6.25E+01,9.40E+01,2,1
1.30E+03,6.30E+01,2.23E+01,1.89E+01,1.22E+01,3.72E+01,4.36E+01,-4.69E+01,-6.52E+01,-6.25E+01,9.40E+01,2,1
6.90E+02,4.67E+01,4.25E+01,2.22E+01,1.36E+01,2.69E+01,3.02E+01,-5.79E+01,-5.93E+01,-6.64E+01,1.93E+01,3,3
6.90E+02,4.67E+01,4.25E+01,2.22E+01,1.36E+01,2.69E+01,3.02E+01,-5.79E+01,-5.93E+01,-6.64E+01,1.93E+01,3,3
7.74E+02,3.98E+01,3.44E+01,2.50E+01,1.10E+01,2.12E+01,3.26E+01,-4.05E+01,-5.72E+01,-6.31E+01,3.27E+01,2,2
7.74E+02,3.98E+01,3.44E+01,2.50E+01,1.10E+01,2.12E+01,3.26E+01,-4.05E+01,-5.72E+01,-6.31E+01,3.27E+01,2,2
4.04E+02,6.02E+01,3.55E+01,2.91E+01,2.76E+01,3.98E+01,3.87E+01,-3.86E+01,-6.08E+01,-7.36E+01,2.81E+01,1,2
4.04E+02,6.02E+01,3.55E+01,2.91E+01,2.76E+01,3.98E+01,3.87E+01,-3.86E+01,-6.08E+01,-7.36E+01,2.81E+01,1,2
1.68E+03,2.94E+01,1.79E+01,1.66E+01,1.57E+01,2.12E+01,3.61E+01,-4.95E+01,-4.26E+01,-7.93E+01,5.68E+01,3,0
1.68E+03,2.94E+01,1.79E+01,1.66E+01,1.57E+01,2.12E+01,3.61E+01,-4.95E+01,-4.26E+01,-7.93E+01,5.68E+01,3,0
1.44E+03,5.09E+01,2.18E+01,8.53E+00,2.17E+01,3.12E+01,4.54E+01,-6.38E+01,-4.71E+01,-5.83E+01,5.48E+00,2,3
1.44E+03,5.09E+01,2.18E+01,8.53E+00,2.17E+01,3.12E+01,4.54E+01,-6.38E+01,-4.71E+01,-5.83E+01,5.48E+00,2,3
2.28E+03,4.22E+01,2.83E+01,2.72E+01,1.51E+01,2.19E+01,4.40E+01,-6.54E+01,-6.87E+01,-6.79E+01,9.16E+01,1,1
2.28E+03,4.22E+01,2.83E+01,2.72E+01,1.51E+01,2.19E+01,4.40E+01,-6.54E+01,-6.87E+01,-6.79E+01,9.16E+01,1,1
7.71E+02,3.76E+01,3.59E+01,2.19E+01,2.47E+01,3.81E+01,3.70E+01,-4.99E+01,-5.96E+01,-6.07E+01,9.31E+01,2,1
7.71E+02,3.76E+01,3.59E+01,2.19E+01,2.47E+01,3.81E+01,3.70E+01,-4.99E+01,-5.96E+01,-6.07E+01,9.31E+01,2,1
7.91E+02,3.45E+01,3.25E+01,2.36E+01,2.33E+01,3.17E+01,4.50E+01,-5.43E+01,-8.08E+01,-6.85E+01,3.60E+01,3,2
7.91E+02,3.45E+01,3.25E+01,2.36E+01,2.33E+01,3.17E+01,4.50E+01,-5.43E+01,-8.08E+01,-6.85E+01,3.60E+01,3,2
1.53E+03,4.13E+01,2.30E+01,2.31E+01,2.44E+01,2.94E+01,3.44E+01,-5.66E+01,-7.24E+01,-5.71E+01,4.37E+01,2,2
1.53E+03,4.13E+01,2.30E+01,2.31E+01,2.44E+01,2.94E+01,3.44E+01,-5.66E+01,-7.24E+01,-5.71E+01,4.37E+01,2,2
1.44E+03,3.32E+01,3.67E+01,1.52E+01,2.34E+01,2.85E+01,3.84E+01,-5.16E+01,-4.54E+01,-5.37E+01,6.02E+01,2,0
1.44E+03,3.32E+01,3.67E+01,1.52E+01,2.34E+01,2.85E+01,3.84E+01,-5.16E+01,-4.54E+01,-5.37E+01,6.02E+01,2,0
2.07E+03,6.74E+01,2.61E+01,1.44E+01,1.14E+01,2.18E+01,3.62E+01,-3.19E+01,-6.62E+01,-6.66E+01,4.56E+01,1,0
2.07E+03,6.74E+01,2.61E+01,1.44E+01,1.14E+01,2.18E+01,3.62E+01,-3.19E+01,-6.62E+01,-6.66E+01,4.56E+01,1,0
6.31E+01,5.90E+01,1.21E+01,1.92E+01,2.18E+01,3.42E+01,3.89E+01,-3.56E+01,-5.74E+01,-6.80E+01,7.09E+01,2,1
6.31E+01,5.90E+01,1.21E+01,1.92E+01,2.18E+01,3.42E+01,3.89E+01,-3.56E+01,-5.74E+01,-6.80E+01,7.09E+01,2,1
2.93E+02,3.85E+01,2.10E+01,1.96E+01,1.09E+01,3.63E+01,4.98E+01,-4.72E+01,-7.30E+01,-6.88E+01,4.61E+01,2,0
2.93E+02,3.85E+01,2.10E+01,1.96E+01,1.09E+01,3.63E+01,4.98E+01,-4.72E+01,-7.30E+01,-6.88E+01,4.61E+01,2,0
1.47E+03,9.32E+01,4.30E+01,2.92E+01,1.52E+01,3.35E+01,4.13E+01,-5.34E+01,-6.71E+01,-6.09E+01,6.18E+01,2,0
1.47E+03,9.32E+01,4.30E+01,2.92E+01,1.52E+01,3.35E+01,4.13E+01,-5.34E+01,-6.71E+01,-6.09E+01,6.18E+01,2,0
4.57E+02,5.97E+01,3.66E+01,1.70E+01,2.42E+01,3.72E+01,4.28E+01,-4.56E+01,-7.69E+01,-6.00E+01,7.45E+01,4,1
4.57E+02,5.97E+01,3.66E+01,1.70E+01,2.42E+01,3.72E+01,4.28E+01,-4.56E+01,-7.69E+01,-6.00E+01,7.45E+01,4,1
1.56E+03,7.62E+01,2.97E+01,1.46E+01,2.87E+01,2.92E+01,4.10E+01,-3.05E+01,-5.88E+01,-6.63E+01,8.02E+01,2,1
1.56E+03,7.62E+01,2.97E+01,1.46E+01,2.87E+01,2.92E+01,4.10E+01,-3.05E+01,-5.88E+01,-6.63E+01,8.02E+01,2,1
1.56E+03,6.71E+01,2.05E+01,2.42E+01,1.61E+01,2.72E+01,4.03E+01,-5.13E+01,-5.38E+01,-8.45E+01,8.44E+01,3,1
1.56E+03,6.71E+01,2.05E+01,2.42E+01,1.61E+01,2.72E+01,4.03E+01,-5.13E+01,-5.38E+01,-8.45E+01,8.44E+01,3,1
1.52E+03,6.26E+01,2.77E+01,2.62E+01,2.92E+01,3.18E+01,4.49E+01,-5.68E+01,-6.63E+01,-6.27E+01,3.39E+01,2,2
1.52E+03,6.26E+01,2.77E+01,2.62E+01,2.92E+01,3.18E+01,4.49E+01,-5.68E+01,-6.63E+01,-6.27E+01,3.39E+01,2,2
8.27E+02,4.45E+01,4.49E+01,1.62E+01,1.03E+01,2.76E+01,3.17E+01,-4.75E+01,-6.45E+01,-6.91E+01,1.31E+00,5,3
8.27E+02,4.45E+01,4.49E+01,1.62E+01,1.03E+01,2.76E+01,3.17E+01,-4.75E+01,-6.45E+01,-6.91E+01,1.31E+00,5,3
1.27E+03,7.73E+01,4.41E+01,2.36E+01,1.52E+01,2.47E+01,3.69E+01,-4.60E+01,-5.25E+01,-6.21E+01,9.94E+01,3,1
1.27E+03,7.73E+01,4.41E+01,2.36E+01,1.52E+01,2.47E+01,3.69E+01,-4.60E+01,-5.25E+01,-6.21E+01,9.94E+01,3,1
9.75E+02,4.45E+01,1.50E+01,9.10E+00,2.73E+01,3.61E+01,4.96E+01,-4.91E+01,-6.41E+01,-6.49E+01,4.48E+01,2,2
9.75E+02,4.45E+01,1.50E+01,9.10E+00,2.73E+01,3.61E+01,4.96E+01,-4.91E+01,-6.41E+01,-6.49E+01,4.48E+01,2,2
9.00E+02,7.38E+01,2.73E+01,1.03E+01,1.60E+01,3.38E+01,4.10E+01,-5.77E+01,-6.17E+01,-8.46E+01,3.46E+01,2,2
9.00E+02,7.38E+01,2.73E+01,1.03E+01,1.60E+01,3.38E+01,4.10E+01,-5.77E+01,-6.17E+01,-8.46E+01,3.46E+01,2,2
1.41E+03,2.50E+01,1.57E+01,2.85E+01,2.85E+01,3.65E+01,3.30E+01,-5.60E+01,-5.12E+01,-6.38E+01,8.88E+01,4,1
1.41E+03,2.50E+01,1.57E+01,2.85E+01,2.85E+01,3.65E+01,3.30E+01,-5.60E+01,-5.12E+01,-6.38E+01,8.88E+01,4,1
4.51E+02,9.45E+01,1.95E+01,1.52E+01,1.70E+01,2.52E+01,4.90E+01,-3.03E+01,-7.04E+01,-8.11E+01,5.43E+00,4,3
4.51E+02,9.45E+01,1.95E+01,1.52E+01,1.70E+01,2.52E+01,4.90E+01,-3.03E+01,-7.04E+01,-8.11E+01,5.43E+00,4,3
1.00E+03,8.73E+01,2.26E+01,2.62E+01,2.58E+01,3.38E+01,5.00E+01,-5.52E+01,-6.69E+01,-6.34E+01,8.81E+01,1,1
1.00E+03,8.73E+01,2.26E+01,2.62E+01,2.58E+01,3.38E+01,5.00E+01,-5.52E+01,-6.69E+01,-6.34E+01,8.81E+01,1,1
9.04E+02,6.19E+01,2.71E+01,2.19E+01,2.68E+01,2.93E+01,4.57E+01,-4.73E+01,-6.38E+01,-8.22E+01,3.19E+01,2,2
9.04E+02,6.19E+01,2.71E+01,2.19E+01,2.68E+01,2.93E+01,4.57E+01,-4.73E+01,-6.38E+01,-8.22E+01,3.19E+01,2,2
1.55E+03,5.70E+01,9.45E+00,1.48E+01,2.80E+01,2.17E+01,4.68E+01,-3.42E+01,-7.97E+01,-7.73E+01,9.87E+01,3,1
1.55E+03,5.70E+01,9.45E+00,1.48E+01,2.80E+01,2.17E+01,4.68E+01,-3.42E+01,-7.97E+01,-7.73E+01,9.87E+01,3,1
